1538,26.69,1009.65,0.03,0.00
1539,26.69,1009.66,-0.07,-0.00
1540,26.69,1009.65,0.05,0.00
1541,26.69,1009.65,0.05,0.00
1542,26.69,1009.68,-0.26,-0.00
1543,26.69,1009.66,-0.10,-0.00
1544,26.69,1009.64,0.10,0.00
1545,26.69,1009.63,0.22,0.00
1546,26.69,1009.67,-0.17,-0.00
1547,26.69,1009.65,0.04,0.00
1548,26.70,1009.66,-0.04,-0.00
1549,26.70,1009.65,0.05,0.00
1550,26.70,1009.68,-0.26,-0.00
1551,26.69,1009.65,0.01,0.00
1552,26.69,1009.66,-0.03,-0.00
1553,26.69,1009.66,-0.10,-0.00
1554,26.69,1009.65,-0.01,-0.00
1555,26.70,1009.65,0.01,0.00
1556,26.70,1009.65,0.01,0.00
1557,26.70,1009.67,-0.11,-0.00
1558,26.70,1009.68,-0.24,-0.00
1559,26.70,1009.67,-0.14,-0.00
1560,26.70,1009.67,-0.14,-0.00
1561,26.70,1009.67,-0.14,-0.00
1562,26.70,1009.65,0.02,0.00
1563,26.70,1009.64,0.15,0.00
1564,26.70,1009.62,0.28,0.00
1565,26.70,1009.60,0.46,0.00
1566,26.70,1009.60,0.44,0.00
1567,26.70,1009.58,0.58,1.00
1568,26.70,1009.65,0.06,0.00
1569,26.70,1009.65,0.01,0.00
1570,26.70,1009.66,-0.07,-0.00
1571,26.70,1009.63,0.18,0.00
1572,26.70,1009.66,-0.03,-0.00
1573,26.70,1009.64,0.04,0.00
1574,26.70,1009.64,0.14,0.00
1575,26.70,1009.65,0.01,0.00
1576,26.70,1009.63,0.17,0.00
1577,26.70,1009.64,0.13,0.00
1578,26.70,1009.61,0.38,0.00
1579,26.70,1009.62,0.24,0.00
1580,26.71,1009.66,-0.06,-0.00
1581,26.71,1009.65,0.01,0.00
1582,26.70,1009.59,0.52,1.00
1583,26.70,1009.59,0.49,0.00
1584,26.71,1009.62,0.27,0.00
1585,26.71,1009.63,0.23,0.00
1586,26.71,1009.64,0.15,0.00
1587,26.71,1009.61,0.37,0.00
1588,26.71,1009.63,0.20,0.00
1589,26.71,1009.61,0.36,0.00
1590,26.71,1009.62,0.30,0.00
1591,26.71,1009.60,0.43,0.00
1592,26.71,1009.60,0.41,0.00
1593,26.71,1009.62,0.28,0.00
1594,26.71,1009.64,0.09,0.00
1595,26.71,1009.63,-0.04,-0.00
1596,26.71,1009.63,0.23,0.00
1597,26.71,1009.64,0.11,0.00
